Lattitude,Longitude,Depth,Month,Year,mag(dec),Magnitude
27.34,126.9,10,7,2007,0.9,1
-0.16,17.8,11,7,2007,9.4,9
33.91,136.61,370.5,8,2007,1.6,2
-15.6,167.68,120,8,2007,3.4,3
47.12,141.8,5,8,2007,5.5,6
51.31,179.97,21,8,2007,4.7,5
46.71,141.72,10,8,2007,2.7,3
51.21,179.96,10,8,2007,2.1,2
-52.44,17.65,10,8,2007,8.3,8
46.63,141.77,10,8,2007,9.2,9
12.51,47.46,10,8,2007,1,1
-21.56,179.36,617.7,8,2007,3,3
2.51,126.95,10,8,2007,3.1,3
-62.97,145.31,6,8,2007,3.3,3
-4.8,105.41,10,8,2007,0.1,0
-19.15,168.72,40,8,2007,8.4,8
27.29,126.84,18.1,8,2007,6.6,7
-5.93,107.68,291.2,8,2007,1.1,1
-5.86,107.42,280,8,2007,3.4,3
25.92,45,10,8,2007,0.3,0
-22.26,179.49,606.2,8,2007,2.9,3
-11.38,166.27,42,8,2007,4.3,4
-60.55,153.79,10,8,2007,2.9,3
-30.99,13.41,10,8,2007,7.1,7
46.88,141.75,10,8,2007,7.9,8
50.32,177.55,9,8,2007,4.8,5
-13.39,76.6,39,8,2007,9.1,9
-13.26,76.49,39.6,8,2007,8.3,8
-14.23,75.94,35,8,2007,1.8,2
-13.36,76.6,34.4,8,2007,0.6,1
50.24,177.57,14.6,8,2007,9.9,10
-13.58,76.59,36,8,2007,5.7,6
-14.28,76.13,23.4,8,2007,3.4,3
-9.83,159.47,15,8,2007,8.4,8
-14.29,76.21,35,8,2007,6.6,7
-3.52,12.15,10,8,2007,4.1,4
-14.43,76.13,30.9,8,2007,1.9,2
-5.3,129.47,21.9,8,2007,7.3,7
-5.26,129.43,10,8,2007,4.9,5
-14.18,76.09,19.8,8,2007,1.3,1
-13.61,76.6,48.5,8,2007,0.3,0
-13.81,76.29,30,8,2007,0.6,1
-22.05,174.62,10,8,2007,9.3,9
-60.39,26.86,30.1,8,2007,3.5,4
-13.62,76.62,11,8,2007,9.1,9
-33.91,178.69,38.8,8,2007,3.3,3
-20.66,169.7,87.6,8,2007,4.9,5
-13.63,76.5,35,8,2007,9.5,10
-0.26,18.18,10,8,2007,0.2,0
6.13,127.38,8,8,2007,2.2,2
-5.4,140.87,12,8,2007,8.2,8
8.04,39.25,6,8,2007,2.9,3
42.02,140.64,123.6,8,2007,8.9,9
-19.93,177.72,553.8,8,2007,1.3,1
-17.46,174.34,127.4,8,2007,8.1,8
-17.31,172.25,8,8,2007,5.5,6
49.69,154.29,115.6,8,2007,9.7,10
-20.95,68.36,134.2,8,2007,4.1,4
-2.97,129.32,23.3,8,2007,5.3,5
2.38,127.12,38.4,8,2007,3.3,3
24.9,109.69,9,9,2007,7.9,8
-11.61,165.76,35,9,2007,2.6,3
-11.77,165.7,36.7,9,2007,7.9,8
45.84,150.06,94,9,2007,8.4,8
24.34,122.22,53,9,2007,4.2,4
-56.08,123.31,10,9,2007,4.8,5
2.97,77.96,15,9,2007,1.8,2
-9.12,109.43,10,9,2007,8.7,9
-4.44,101.37,34,9,2007,3.8,4
-2.84,100.22,35,9,2007,3.2,3
-2.93,101.38,35,9,2007,6.9,7
-3.16,101.46,35,9,2007,9.9,10
-3.15,101.4,35,9,2007,9.4,9
-2.63,100.84,35,9,2007,8.1,8
-1.9,99.82,16.6,9,2007,8.3,8
-1.69,99.67,28.9,9,2007,4.5,5
-2.13,99.63,22,9,2007,0.1,0
-1.72,99.64,32.4,9,2007,1.5,2
3.8,126.34,26,9,2007,3.6,4
-2.75,100.97,17.2,9,2007,0.6,1
-3.17,101.52,53,9,2007,7.2,7
-2.23,99.95,30.3,9,2007,5.2,5
-57.63,147.3,10,9,2007,9.2,9
-15.46,176.18,35,9,2007,4.8,5
-4.08,101.17,23,9,2007,5.6,6
-4.42,100.95,25.3,9,2007,8.5,9
-23.65,179.68,552.4,9,2007,7.8,8
-20.24,169.04,31.9,9,2007,3.6,4
-2.79,101.19,35,9,2007,1.2,1
-15.42,179.89,37.7,9,2007,2.4,2
-3.26,101.35,35,9,2007,3.4,3
-2.75,100.89,35,9,2007,4.8,5
-2,100.14,30,9,2007,1.7,2
-10.38,117.01,35,9,2007,3.3,3
-45.91,76.28,10,9,2007,0.4,0
-2.14,99.94,28.4,9,2007,8,8
-3.16,100.36,18,9,2007,2.2,2
-11.77,166.18,35,9,2007,4.5,5
-30.97,180,416.7,9,2007,6.6,7
-3.92,79.21,99.8,9,2007,0.3,0
-4.99,153.5,40,9,2007,1.7,2
-5.02,153.63,35,9,2007,5.3,5
-1.79,99.49,26,9,2007,6.9,7
-7.07,11.71,10,9,2007,6.2,6
-21.1,169.28,9,9,2007,9,9
-21.21,169.39,10,9,2007,6.6,7
-21.28,169.26,10,9,2007,5.1,5
-21.21,169.36,12,9,2007,4.5,5
-21.13,169.37,10,9,2007,9.6,10
-21.25,169.4,10,9,2007,3.7,4
12.38,141.92,37.2,9,2007,8.2,8
-21.24,169.41,10,9,2007,0.2,0
-21.4,169.19,10,9,2007,4.1,4
-21.33,169.14,10,9,2007,7.1,7
22.01,142.67,260,9,2007,0.6,1
2.92,95.53,20,9,2007,5.6,6
2.9,95.52,35,9,2007,7.4,7
5.98,127.47,24.8,9,2007,6.7,7
-21.16,169.24,10,9,2007,1.4,1
-21.1,169.27,10,9,2007,2,2
10.45,145.72,14,9,2007,0.3,0
-49.27,164.12,10,9,2007,8.6,9
-49.14,164.11,18,9,2007,3.4,3
10.52,145.59,24.2,9,2007,5.8,6
-3.16,148.22,10,10,2007,7.6,8
-4.24,101.21,22,10,2007,7,7
54.51,161.71,32,10,2007,8.2,8
54.42,161.7,47.3,10,2007,6.6,7
2.54,92.9,35,10,2007,6,6
-8.29,116.81,10,10,2007,3.8,4
-25.19,179.46,509.4,10,2007,1.4,1
18.73,147.15,20,10,2007,0.1,0
43.55,146.75,41,10,2007,7.8,8
-20.71,177.4,337.5,10,2007,8.6,9
-4.81,152.89,39,10,2007,0.4,0
-1.74,99.48,27.3,10,2007,9.4,9
-49.05,164.31,10,10,2007,1,1
-3.29,100.51,15,10,2007,8.6,9
4.92,82.57,10,10,2007,0.9,1
-21.23,169.2,37,10,2007,5.6,6
-44.8,167.55,18,10,2007,5,5
-44.79,167.46,19,10,2007,7.5,8
-25.78,179.53,509.3,10,2007,7,7
-6.41,107.31,10,10,2007,3.5,4
30.13,42.59,10,10,2007,0.9,1
28.65,66.29,35,10,2007,9.7,10
-6.31,154.77,46.3,10,2007,5.8,6
-3.59,100.8,35,10,2007,4.7,5
-3.59,100.86,27.6,10,2007,7,7
-2,99.9,30,10,2007,8.4,8
-3.9,101.02,21,10,2007,5.4,5
-6.32,154.83,54.6,10,2007,0.4,0
-3.54,100.79,29.7,10,2007,5.6,6
-20.6,68.75,100,10,2007,9.4,9
46.01,154.23,20,10,2007,3.2,3
-2.88,139.6,13,10,2007,5.2,5
-2.85,139.57,10,10,2007,4.5,5
54.52,161.71,43.2,10,2007,7,7
-3.27,143.76,35,10,2007,3.5,4
37.43,121.77,10,10,2007,7.6,8
18.9,145.39,207,10,2007,3.1,3
51.42,178.38,28,10,2007,7.1,7
-4.99,153.66,35,11,2007,3.8,4
-6.59,154.76,35,11,2007,8.5,9
-15.38,173.17,10,11,2007,3.5,4
-15.59,173.07,10,11,2007,1.3,1
-55.17,129.21,10,11,2007,2.1,2
-55.47,128.97,10,11,2007,0.7,1
-51.82,161.36,10,11,2007,10,10
-67.03,111.2,10,11,2007,1.6,2
38.16,73.26,131.3,11,2007,0.8,1
22.15,92.39,28.7,11,2007,9.5,10
-51.78,161.32,10,11,2007,1.9,2
-11.55,166.28,45,11,2007,0.8,1
-3.28,100.53,15,11,2007,7.1,7
-0.55,99.47,35,11,2007,8.1,8
-21.55,175.34,25,11,2007,0.3,0
10.45,145.75,7,11,2007,2.8,3
-22.25,69.89,40,11,2007,3.6,4
-23.22,70.53,38,11,2007,3.2,3
-11.54,166.26,46.6,11,2007,6.6,7
-22.87,70.41,27,11,2007,8.7,9
-22.93,70.24,26,11,2007,1.8,2
-22.79,70.2,29.4,11,2007,5.8,6
-23.01,175,37.1,11,2007,6.6,7
-2.31,77.84,122.9,11,2007,5.7,6
-22.84,70.6,14.8,11,2007,5.2,5
-23.05,70.29,34.5,11,2007,2,2
-23.06,70.6,14.7,11,2007,5.5,6
-22.64,66.32,246.4,11,2007,6.4,6
-23.1,70.55,33,11,2007,3.2,3
-21.19,178.75,558.3,11,2007,0.3,0
-21.97,173.49,10,11,2007,8.1,8
43.54,127.41,10,11,2007,9.1,9
-22.79,70.77,29.9,11,2007,0.7,1
-6.91,155.67,52.6,11,2007,7,7
-29.99,177.94,32,11,2007,6.7,7
-22.92,70.48,15,11,2007,8.6,9
-17.82,173.23,35,11,2007,4.2,4
-24.81,68.47,115.4,11,2007,6.7,7
-5.76,147.1,53,11,2007,1.5,2
4.74,95.06,49.3,11,2007,6.9,7
-4.63,151.87,150.3,11,2007,7.5,8
-17.92,174.68,35,11,2007,4.5,5
-17.85,174.77,35,11,2007,1.8,2
-53.27,9.43,10,11,2007,4,4
-23.77,69.01,92.1,11,2007,5.6,6
-16.12,172.62,10,11,2007,5.7,6
-2.81,101.16,55.9,11,2007,5.6,6
-8.29,118.37,20,11,2007,1.1,1
-2.24,100.41,35,11,2007,9.8,10
-8.22,118.47,18,11,2007,9.4,9
37.39,141.59,42.4,11,2007,6.7,7
15.28,93.36,87.2,11,2007,4.9,5
18.65,101.7,53,11,2007,4,4
16.06,119.84,35,11,2007,3.7,4
-10.95,162.15,16,11,2007,4.1,4
-36.76,97.4,10,11,2007,5.6,6
14.94,61.27,156,11,2007,2.2,2
1.98,97.88,44.6,12,2007,7.2,7
-6.37,148.46,29.5,12,2007,4.1,4
-6.45,148.62,37.9,12,2007,8.3,8
2.02,126.17,88.3,12,2007,4.4,4
22.69,45.11,10,12,2007,5.4,5
12.26,125.39,37.4,12,2007,4.1,4
29.94,141,85.5,12,2007,3.7,4
-13.52,76.66,22.3,12,2007,1.5,2
-56.21,139.29,10,12,2007,1.5,2
-60.51,52.38,10,12,2007,5.3,5
-7.56,37.65,6,12,2007,8.3,8
12.28,125.42,39.1,12,2007,7.3,7
-26,177.51,152.5,12,2007,1.1,1
-3.57,144.44,10,12,2007,8,8
-62.06,65.84,10,12,2007,6,6
52.1,131.55,10,12,2007,6.3,6
-23.16,70.48,15,12,2007,0.2,0
-23.2,70.55,16,12,2007,1.9,2
-15.21,172.37,17,12,2007,9.4,9
-52.01,161.2,10,12,2007,2,2
-7.53,127.47,175.9,12,2007,4.7,5
-6.62,131.09,57,12,2007,7.3,7
-32.69,71.7,25,12,2007,4,4
-22.95,70.18,45,12,2007,2.8,3
51.36,179.51,34,12,2007,7.3,7
51.02,179.35,15.9,12,2007,1.3,1
51.35,179.49,30,12,2007,9.3,9
-6.95,155.78,45.8,12,2007,0.7,1
51.3,179.49,60.3,12,2007,4.6,5
-32.71,71.79,30.1,12,2007,5.5,6
-39.01,178.29,20,12,2007,0.8,1
39.42,33.21,10,12,2007,3.7,4
-57.72,141.45,10,12,2007,9.7,10
51.24,179.01,30,12,2007,7.6,8
51.37,178.98,25,12,2007,4.7,5
-2.41,139.07,20,12,2007,2.1,2
2.09,96.81,23,12,2007,3.9,4
38.5,142.03,48.4,12,2007,6.7,7
-19.45,69.05,112.6,12,2007,0.9,1
52.56,168.22,25,12,2007,9.5,10
-22.45,68.63,106.6,12,2007,0.9,1
39.45,33.16,8.3,12,2007,0.2,0
52.27,168.38,17.8,12,2007,0.5,1
-13.62,166.57,35,12,2007,0.5,1
-19.39,173.99,35,12,2007,7.4,7
52.21,168.15,15.8,12,2007,0.9,1
-19.45,173.85,29.8,12,2007,0.5,1
40.29,72.99,6,1,2008,2,2
-5.88,146.88,34,1,2008,8.2,8
-5.9,146.97,35,1,2008,0.2,0
-2.78,101.03,35,1,2008,4,4
14.13,91.48,66.2,1,2008,0.2,0
-22.82,68.48,103,1,2008,8.1,8
51.32,130.39,10,1,2008,4.1,4
51.25,130.75,15,1,2008,9,9
51.16,130.54,10,1,2008,8.5,9
-62.14,155.7,10,1,2008,0.2,0
37.22,22.69,75,1,2008,5,5
-0.8,134.01,12,1,2008,1.7,2
12.26,125.38,55.8,1,2008,5.1,5
51.2,179.6,35,1,2008,6.1,6
-3.91,131.37,1.6,1,2008,3.9,4
32.29,85.17,10,1,2008,1,1
51.65,131.18,10,1,2008,5.2,5
43.79,127.26,13,1,2008,9.5,10
17.05,120.99,10,1,2008,1.2,1
10.41,92.87,34,1,2008,7,7
-21.98,179.54,597.6,1,2008,2.7,3
32.33,85.16,9,1,2008,3.6,4
-20.96,179.15,639.5,1,2008,0.2,0
-35.02,112.02,10,1,2008,9.6,10
-44.92,166.98,22,1,2008,6.1,6
2.35,126.82,35,1,2008,0.6,1
-34.86,111.85,10,1,2008,2.2,2
-15.28,175.35,6,1,2008,4.6,5
-15.42,175.59,10,1,2008,1.7,2
1.01,97.44,20,1,2008,0.6,1
32.35,85.26,5.4,1,2008,4.5,5
14.28,94.04,13,1,2008,9.8,10
6.94,82.38,10,1,2008,0.2,0
-6.03,146.62,35,1,2008,5.8,6
-58.74,25.24,35,1,2008,0.4,0
-7.3,127.69,8,1,2008,9.4,9
-0.17,125.08,70,1,2008,4.9,5
-6.13,129.65,10,1,2008,8.1,8
-15.55,175.07,34.1,2,2008,7,7
-21.5,179.35,604.2,2,2008,0.4,0
-2.3,28.9,10,2,2008,6.9,7
-56.27,27.04,99.7,2,2008,6.5,7
19.03,66.9,14.5,2,2008,5.9,6
-20.17,70.04,35,2,2008,5.2,5
-3.52,118.07,13,2,2008,6.3,6
1.23,122.65,35.6,2,2008,0.8,1
-22.54,179.24,465.2,2,2008,5.1,5
-7.58,116.82,321.7,2,2008,0.5,1
10.67,41.9,9,2,2008,0.1,0
-0.24,125.08,38,2,2008,5.2,5
-60.8,25.59,8,2,2008,7.9,8
-3.01,101.21,47.3,2,2008,1.6,2
16.36,94.3,83,2,2008,3.4,3
-8.16,128.64,19,2,2008,7,7
36.5,21.67,29,2,2008,4.3,4
36.35,21.86,28,2,2008,0.4,0
-61.29,154.25,10,2,2008,4.5,5
-21.35,68.39,130.1,2,2008,9.2,9
2.77,95.96,26,2,2008,2.4,2
-52.92,46.49,10,2,2008,4.7,5
-53.02,46.54,10,2,2008,2.8,3
36.29,21.78,9.9,2,2008,0.6,1
77.08,18.57,12,2,2008,8.3,8
41.14,114.87,7.9,2,2008,3.3,3
-2.15,138.96,11,2,2008,8.4,8
-2.32,99.88,24,2,2008,9.9,10
-2.51,99.96,32.9,2,2008,9.4,9
-57.34,23.43,14,2,2008,9.8,10
-2.41,99.93,22,2,2008,9,9
-2.49,99.97,25,2,2008,8.8,9
-2.33,99.89,25,2,2008,4.2,4
-2.25,99.81,25,2,2008,2.7,3
-3.85,101.07,20,2,2008,2.7,3
-34.63,178.97,44.1,2,2008,4.9,5
26.82,142.44,15,2,2008,4.5,5
12.68,141.77,10,2,2008,8.7,9
-35.07,108.97,10,2,2008,7.9,8
3.93,93.48,35,2,2008,9.6,10
-20.26,69.94,36.6,3,2008,6.4,6
-35.38,179.3,24.7,3,2008,0.7,1
51.86,179.31,21.4,3,2008,3.7,4
-2.18,99.82,25,3,2008,8.9,9
46.41,153.18,10,3,2008,2.5,3
19.91,121.33,10,3,2008,2.7,3
13.35,125.63,24,3,2008,3.6,4
-4.47,101.45,27.5,3,2008,6.4,6
52.24,173.72,10,3,2008,7.3,7
2.57,128.23,125,3,2008,3.7,4
51.52,156.55,134.4,3,2008,6.3,6
-28.34,69.29,89.5,3,2008,4.6,5
52.17,169.48,16.5,3,2008,8,8
-16.57,167.34,13,3,2008,8.4,8
-16.49,167.18,10,3,2008,6.5,7
-45.49,35.01,10,3,2008,5.9,6
14.46,93.46,10,3,2008,0.6,1
26.99,142.6,10,3,2008,9.7,10
2.71,94.6,25,3,2008,2.8,3
42.41,126.84,10,3,2008,6.2,6
-54.32,136.08,10,3,2008,2.8,3
-29.25,177.44,25,3,2008,5.6,6
6.19,126.93,45,3,2008,3,3
35.49,81.47,10,3,2008,0.2,0
35.51,81.43,10,3,2008,1.5,2
52.18,178.72,132,3,2008,9.9,10
-16.91,167.03,10,3,2008,2.6,3
-20.04,68.96,120,3,2008,1.4,1
-56.71,141.9,10,3,2008,5.7,6
46.43,152.98,16.6,3,2008,7.6,8
13.59,144.88,70.6,3,2008,4.9,5
17.2,84.84,10,3,2008,8.1,8
34.76,25.35,45,3,2008,4.5,5
-32.88,179.36,365,3,2008,5.6,6
20.25,121.95,10,3,2008,5.8,6
13.28,125.68,8,3,2008,0.3,0
20.27,121.98,16.2,3,2008,4.9,5
-41.06,42.53,10,3,2008,5,5
2.86,95.3,20,3,2008,1.7,2
-26.01,177.93,154.8,3,2008,5.1,5
-4.35,102.72,67,4,2008,2,2
-4.88,69.24,10,4,2008,5.7,6
-7.05,129.2,180.7,4,2008,4.9,5
-15.28,172.84,34.5,4,2008,1,1
-19.97,168.45,10,4,2008,0.3,0
12.59,143.79,10,4,2008,3.1,3
-20.18,168.86,16,4,2008,5.5,6
-20.19,168.91,35,4,2008,9.5,10
-20.07,168.89,33,4,2008,6,6
-20,168.87,35,4,2008,1.9,2
-20.33,168.94,35,4,2008,2.5,3
-19.93,168.5,35,4,2008,5.4,5
-20.32,168.87,35,4,2008,6.9,7
-26.29,178.18,643.5,4,2008,6.1,6
16.1,144.96,10,4,2008,5.1,5
16.17,144.89,10,4,2008,6.5,7
-20.42,168.8,35,4,2008,6.2,6
-20.39,168.84,11,4,2008,5.4,5
-55.66,158.45,16,4,2008,1.2,1
43.88,147.5,64.4,4,2008,6.9,7
-14.51,67.08,10,4,2008,7.1,7
43.65,127.62,10,4,2008,7.1,7
-56.02,28.04,140.2,4,2008,9.1,9
13.56,90.6,33,4,2008,8.7,9
-18.7,175.96,10,4,2008,9.7,10
51.86,179.36,11,4,2008,2.7,3
-18.61,175.7,10,4,2008,7.3,7
51.88,179.17,13,4,2008,8,8
0.83,126.08,10,4,2008,8.4,8
39.03,140.01,166,4,2008,8.8,9
15.89,144.88,10,4,2008,9.1,9
-17.34,179.02,553.8,4,2008,8.1,8
-27.53,176.58,10,4,2008,6.5,7
-7.82,125.69,13,4,2008,8.8,9
-20.27,168.8,14,4,2008,3.6,4
-7.88,125.72,10,4,2008,9.6,10
-7.85,125.69,3.6,4,2008,1,1
-3.86,131.45,10,4,2008,4,4
22.88,121.62,10,4,2008,5.5,6
-20.06,168.72,35,4,2008,8.9,9
-1.18,23.47,10,4,2008,6.3,6
-49.09,164.12,10,4,2008,7.2,7
-35.46,16.6,10,4,2008,3.7,4
17.85,100.17,56.9,4,2008,7.9,8
-58.74,24.71,35,4,2008,7.9,8
-19.94,168.95,32,4,2008,5.9,6
-20.24,168.82,35,4,2008,2.1,2
41.45,142.03,46.7,4,2008,9.5,10
-6.11,127.48,404.7,4,2008,1.8,2
-19.47,168.88,35,5,2008,4,4
51.86,177.53,14,5,2008,9.3,9
-6.64,155.09,35,5,2008,7.1,7
-20.46,168.84,35,5,2008,4.5,5
36.18,141.55,19,5,2008,5.8,6
36.16,141.76,23.3,5,2008,5.4,5
36.16,141.53,27,5,2008,0.7,1
36.11,141.68,17,5,2008,3.4,3
12.52,143.18,76,5,2008,5.9,6
24.04,122.58,16.5,5,2008,4.1,4
31,103.32,19,5,2008,2.5,3
31.59,104.03,10,5,2008,0.5,1
31.34,104.68,10,5,2008,2.6,3
31.21,103.72,10,5,2008,5.4,5
31.53,104.09,10,5,2008,3,3
31.21,103.62,10,5,2008,3.9,4
31.41,103.89,21.7,5,2008,4,4
30.89,103.19,9,5,2008,3.8,4
-56.77,142.31,10,5,2008,5.2,5
-57.91,25.48,35,5,2008,4.7,5
31.36,103.35,3,5,2008,0.7,1
32.24,104.98,9,5,2008,7.9,8
-3.2,101.41,32,5,2008,8.5,9
-47.78,31.97,10,5,2008,0.3,0
42.5,131.87,513.4,5,2008,8.4,8
1.64,99.15,10,5,2008,1.7,2
51.16,178.76,27,5,2008,6,6
-44.45,78.21,10,5,2008,5.8,6
-3.18,101.48,47.9,5,2008,0.7,1
-4.13,101.27,19,5,2008,5.1,5
7.31,34.9,8,5,2008,8.3,8
-7.06,129.48,125.2,5,2008,8.3,8
42.39,30.52,10,5,2008,7,7
-7.18,156.07,29,5,2008,1.9,2
4.33,73.76,8.9,5,2008,2.9,3
32.56,105.42,18,5,2008,3.7,4
56.09,153.78,22,5,2008,9.2,9
8.42,82.97,13,5,2008,6.4,6
-56.6,147.41,10,5,2008,8.2,8
32.71,105.54,10,5,2008,8,8
13.62,91.02,26,5,2008,1.2,1
64.01,21.01,9,5,2008,8.6,9
30.8,141.52,16,5,2008,3.8,4
-54.74,0.99,10,5,2008,9.4,9
-41.2,80.48,9,5,2008,9.7,10
-28.92,112.26,10,5,2008,10,10
-54.82,0.98,10,6,2008,8.7,9
20.12,121.35,31,6,2008,9.7,10
-59.38,149.66,10,6,2008,0.7,1
-15.22,173.67,35,6,2008,2.4,2
-10.51,161.27,84,6,2008,0.8,1
-8.17,120.26,14,6,2008,1.8,2
-8.13,120.27,7,6,2008,4.3,4
-8.1,120.23,14,6,2008,0.7,1
41.54,139.06,205,6,2008,3.4,3
-38.84,91.62,10,6,2008,3.5,4
-38.87,91.61,7,6,2008,4.9,5
-7.5,127.89,122,6,2008,6.9,7
35.88,0.66,4,6,2008,5.3,5
37.96,21.53,16,6,2008,0.2,0
-18.1,167.88,35,6,2008,4.1,4
-18.07,167.89,35,6,2008,1.2,1
-33.4,179.91,21.6,6,2008,6.6,7
-50.16,114.17,10,6,2008,6,6
39.03,140.88,7.8,6,2008,8.5,9
38.88,140.68,6.4,6,2008,5.7,6
-17.74,179.73,611.4,6,2008,3.5,4
-36.62,107.45,10,6,2008,2.4,2
5.01,82.65,10,6,2008,3.3,3
-4.93,151.75,143.3,6,2008,8.5,9
-4.78,148.92,607.5,6,2008,3.7,4
36.06,21.82,5,6,2008,6.6,7
-8.87,157.8,11,6,2008,4.1,4
67.7,141.28,18,6,2008,1.7,2
46.48,153.27,10,6,2008,6,6
1.32,97.16,19,6,2008,9.9,10
1.34,97.19,16,6,2008,3.8,4
-5.27,151.69,50.6,6,2008,3.6,4
41.94,142.49,55.6,6,2008,8.5,9
-20.77,173.34,38,6,2008,3.4,3
11.01,91.82,17,6,2008,2.3,2
10.89,91.78,17,6,2008,9.9,10
10.85,91.71,15,6,2008,0.1,0
14.18,92.72,6,6,2008,7.5,8
35.66,88.31,10,6,2008,9.3,9
45.16,137.45,326,6,2008,9.8,10
-58.23,22.1,8,6,2008,0.8,1
-58.12,21.88,10,7,2008,8,8
-23.37,179.78,581.2,7,2008,9.3,9
10.28,60.44,33.9,7,2008,3.9,4
53.88,152.89,632.8,7,2008,3.2,3
45.35,151.04,22,7,2008,0.6,1
45.39,150.97,17,7,2008,7.6,8
-16.43,174.05,116,7,2008,3.1,3
27.53,128.33,43,7,2008,4.9,5
-15.99,71.75,123,7,2008,2.9,3
-2.94,147.82,23.7,7,2008,3.2,3
21.02,121.13,6,7,2008,9.3,9
21.01,121.15,14,7,2008,6.3,6
2.18,96.52,24,7,2008,2.7,3
35.8,27.86,52,7,2008,7.6,8
-47.37,12.17,10,7,2008,4.7,5
-16.6,172.96,10,7,2008,3.7,4
-31.13,178.51,89,7,2008,2.2,2
44.37,129.36,10,7,2008,2.2,2
44.37,129.42,10,7,2008,7.7,8
37.55,142.21,22,7,2008,4,4
-11.04,164.49,11,7,2008,2.2,2
-11.04,164.53,10,7,2008,5.6,6
-11.07,164.62,10,7,2008,3.6,4
-17.34,177.31,391,7,2008,2.4,2
-3.79,150.9,10,7,2008,4.4,4
27.77,139.62,481.4,7,2008,5.9,6
37.19,142.05,22,7,2008,2.6,3
39.8,141.46,108,7,2008,2.2,2
32.75,105.5,4,7,2008,9.1,9
50.97,157.58,27,7,2008,2.1,2
32.75,105.54,10,7,2008,4.9,5
51.28,178.98,21,7,2008,2.3,2
-5.81,146.66,39.1,7,2008,8.2,8
-0.25,18.29,17,7,2008,4.5,5
-10.61,163.16,10,7,2008,2.1,2
-10.58,163.1,10,7,2008,8.5,9
-54.73,118.78,10,7,2008,8.7,9
-59.64,27.81,136,7,2008,8.8,9
32.03,104.72,11,8,2008,8.6,9
13.52,120.76,135.1,8,2008,10,10
-16.31,178.16,10,8,2008,8.3,8
49.85,156.38,76.9,8,2008,4.9,5
-5.06,151.8,45.1,8,2008,4.2,4
-5.92,130.2,173.9,8,2008,1,1
32.76,105.49,6,8,2008,5.8,6
-8.13,117.67,30.7,8,2008,2.4,2
26.64,111,10,8,2008,0.5,1
52.19,175.65,12,8,2008,7.7,8
-9.14,109.52,10,8,2008,6,6
-3.94,101.08,23,8,2008,1.8,2
-60.65,153.77,10,8,2008,3,3
51.5,178.44,58.2,8,2008,5.2,5
-60.69,153.83,10,8,2008,4.5,5
11.06,91.81,20,8,2008,5.2,5
10.95,91.71,13,8,2008,8.7,9
-1.02,21.84,13,8,2008,8.4,8
-11.43,166.23,38,8,2008,3.2,3
-13.38,111.28,10,8,2008,4,4
83.55,114.52,10,8,2008,5.8,6
-15.27,177.77,56.3,8,2008,0.9,1
7.29,82.73,6,8,2008,5.6,6
12.9,124.32,10,8,2008,9.7,10
52.27,98.21,12.1,8,2008,6.8,7
-52.87,4.45,10,8,2008,5.3,5
-8.2,13.45,10,8,2008,2,2
-28.55,112.84,9,8,2008,5.9,6
-14.92,173.25,10,8,2008,8.4,8
-15.09,173.48,8,8,2008,0.3,0
25.04,97.7,10,8,2008,0.1,0
-17.77,65.39,6,8,2008,0.8,1
10.31,125.25,27,8,2008,0.6,1
-39.72,176.85,31.8,8,2008,2,2
30.9,83.52,12,8,2008,6.5,7
-6.34,104.47,21.7,8,2008,2.5,3
-7.64,74.38,154,8,2008,0.8,1
51.61,104.16,16,8,2008,0.2,0
-10.75,41.47,10,8,2008,1.8,2
32.31,47.35,10,8,2008,0.4,0
50.17,129.63,12,8,2008,8,8
-0.25,17.36,12,8,2008,5.4,5
-6.15,147.26,75,8,2008,3.2,3
26.24,101.89,11,8,2008,9.7,10
-61.23,67.74,10,8,2008,7.1,7
26.23,101.97,10,8,2008,4.9,5
-25.39,177.64,171.1,9,2008,5.4,5
-15.26,176.41,10,9,2008,2.5,3
4.54,126.04,108.7,9,2008,7.8,8
-26.74,63.23,569.6,9,2008,1.6,2
-12.14,167.1,272,9,2008,0.4,0
-31.56,177.81,26.1,9,2008,1.8,2
-13.27,166.97,146.8,9,2008,1.6,2
-1.17,13.96,10,9,2008,6.9,7
36.49,70.93,191.5,9,2008,4.2,4
-19.96,169.11,36,9,2008,8.1,8
-13.5,166.97,110,9,2008,4,4
24.67,122.57,101.8,9,2008,7.1,7
-9.27,158.26,12,9,2008,2.4,2
-11.8,166.51,99.4,9,2008,4.2,4
2.51,96.32,43.2,9,2008,4.9,5
26.74,55.83,12,9,2008,7.7,8
8.09,38.71,9,9,2008,3,3
-20.26,69.22,37.7,9,2008,7.9,8
1.89,127.36,96,9,2008,0.4,0
41.89,143.75,25,9,2008,8.2,8
-21.68,170.47,115.6,9,2008,4.5,5
56.31,164.07,12,9,2008,4,4
-3.78,128.96,94.8,9,2008,2.6,3
4.79,75.52,132.9,9,2008,1.6,2
-8.73,126.86,22,9,2008,2,2
-23.61,177.33,199,9,2008,0.9,1
0.9,29,10,9,2008,6.3,6
-8.78,126.84,35,9,2008,8.1,8
-4.55,106,11,9,2008,2.6,3
51.94,158.36,35,9,2008,2.3,2
-11.19,164.48,37.2,9,2008,9.9,10
41.58,140.45,149,9,2008,5.4,5
